name	type	ratingValue	ratingCount	price	url	imgUrl	imgAlt	description
JÄTTEBO	Cover 1.5-seat module with storage	0.0	0	70.0 USD	https://www.ikea.com/us/en/p/jaettebo-cover-1-5-seat-module-with-storage-samsala-dark-yellow-green-80528984/	https://www.ikea.com/us/en/images/products/jaettebo-cover-1-5-seat-module-with-storage-samsala-dark-yellow-green__1109575_pe870065_s5.jpg	JÄTTEBO Cover 1.5-seat module with storage, Samsala dark yellow-green	"This cover is made from Samsala, an extra-wide-wale and strong corduroy fabric with soft comfort and an expression that adds character to the room.
Extra covers to alternate with mean it's easy to give both your sofa and room a new look.
The cover is easy to keep clean since it can be machine washed and is easy to take off and put on again.
This product is an extra cover. Sofa is sold separately.
"
JÄTTEBO	Cover 1.5-seat module with storage	0.0	0	70.0 USD	https://www.ikea.com/us/en/p/jaettebo-cover-1-5-seat-module-with-storage-samsala-dark-yellow-green-80528984/	https://www.ikea.com/us/en/images/products/jaettebo-cover-1-5-seat-module-with-storage-samsala-dark-yellow-green__1109575_pe870065_s5.jpg	JÄTTEBO Cover 1.5-seat module with storage, Samsala dark yellow-green	"This cover is made from Samsala, an extra-wide-wale and strong corduroy fabric with soft comfort and an expression that adds character to the room.
Extra covers to alternate with mean it's easy to give both your sofa and room a new look.
The cover is easy to keep clean since it can be machine washed and is easy to take off and put on again.
This product is an extra cover. Sofa is sold separately.
"
STRANDMON	Wing chair	4.6	1198	299.0 USD	https://www.ikea.com/us/en/p/strandmon-wing-chair-nordvalla-dark-gray-90359829/	https://www.ikea.com/us/en/images/products/strandmon-wing-chair-nordvalla-dark-gray__0325432_pe517964_s5.jpg	STRANDMON Wing chair, Nordvalla dark gray	"You can really loosen up and relax in comfort because the high back on this chair provides extra support for your neck.
10-year limited warranty. Read about the terms in the limited warranty brochure.
"
STRANDMON	Wing chair	4.6	1198	299.0 USD	https://www.ikea.com/us/en/p/strandmon-wing-chair-nordvalla-dark-gray-90359829/	https://www.ikea.com/us/en/images/products/strandmon-wing-chair-nordvalla-dark-gray__0325432_pe517964_s5.jpg	STRANDMON Wing chair, Nordvalla dark gray	"You can really loosen up and relax in comfort because the high back on this chair provides extra support for your neck.
10-year limited warranty. Read about the terms in the limited warranty brochure.
"
STRANDMON	Wing chair	4.6	1198	299.0 USD	https://www.ikea.com/us/en/p/strandmon-wing-chair-nordvalla-dark-gray-90359829/	https://www.ikea.com/us/en/images/products/strandmon-wing-chair-nordvalla-dark-gray__0325432_pe517964_s5.jpg	STRANDMON Wing chair, Nordvalla dark gray	"You can really loosen up and relax in comfort because the high back on this chair provides extra support for your neck.
10-year limited warranty. Read about the terms in the limited warranty brochure.
"
LOBERGET / MALSKÄR	Swivel chair + pad	4.6	62	69.99 USD	https://www.ikea.com/us/en/p/loberget-malskaer-swivel-chair-pad-white-dark-gray-s59445453/	https://www.ikea.com/us/en/images/products/loberget-malskaer-swivel-chair-pad-white-dark-gray__1078473_pe857209_s5.jpg	LOBERGET / MALSKÄR Swivel chair + pad, white/dark gray	"You sit comfortably since the chair is adjustable in height.
Easy to keep clean by just wiping with a damp cloth.
May be used with KOLON floor protector.
Only for domestic use.
"
LOBERGET / MALSKÄR	Swivel chair + pad	4.6	62	69.99 USD	https://www.ikea.com/us/en/p/loberget-malskaer-swivel-chair-pad-white-dark-gray-s59445453/	https://www.ikea.com/us/en/images/products/loberget-malskaer-swivel-chair-pad-white-dark-gray__1078473_pe857209_s5.jpg	LOBERGET / MALSKÄR Swivel chair + pad, white/dark gray	"You sit comfortably since the chair is adjustable in height.
Easy to keep clean by just wiping with a damp cloth.
May be used with KOLON floor protector.
Only for domestic use.
"
LOBERGET / MALSKÄR	Swivel chair + pad	4.6	62	69.99 USD	https://www.ikea.com/us/en/p/loberget-malskaer-swivel-chair-pad-white-dark-gray-s59445453/	https://www.ikea.com/us/en/images/products/loberget-malskaer-swivel-chair-pad-white-dark-gray__1078473_pe857209_s5.jpg	LOBERGET / MALSKÄR Swivel chair + pad, white/dark gray	"You sit comfortably since the chair is adjustable in height.
Easy to keep clean by just wiping with a damp cloth.
May be used with KOLON floor protector.
Only for domestic use.
"
EKENÄSET	Armchair	4.7	42	249.0 USD	https://www.ikea.com/us/en/p/ekenaeset-armchair-kilanda-light-beige-30533493/	https://www.ikea.com/us/en/images/products/ekenaeset-armchair-kilanda-light-beige__1109687_pe870153_s5.jpg	EKENÄSET Armchair, Kilanda light beige	"Clean lines and supportive comfort, regardless if you’re reading, socializing with friends or just relaxing for a moment.
Each armchair has a unique expression since the wooden frame is first stained in a dark-brown tone and then covered with clear lacquer that makes the wood’s natural grains visible.
High-resilience foam in the seat and back makes the armchair regain its shape when you stand up. It is complemented with zigzag springs in the seat and supportive fabric in the back for a firm comfort.
You will sit stable and steady for years to come since the frame is made of hardwearing solid wood. You will also enjoy a relaxed sitting position thanks to the angled backrest.
The tall legs in solid wood make it easy to vacuum or reach things hiding under the armchair to avoid clutter.
The elegant, fixed cover has a perfect fit that will last over time. You can choose from different covers and find one that suits you and your home.
10-year guarantee. Read about the terms in the guarantee brochure.
Stationary cover.
"
EKENÄSET	Armchair	4.7	42	249.0 USD	https://www.ikea.com/us/en/p/ekenaeset-armchair-kilanda-light-beige-30533493/	https://www.ikea.com/us/en/images/products/ekenaeset-armchair-kilanda-light-beige__1109687_pe870153_s5.jpg	EKENÄSET Armchair, Kilanda light beige	"Clean lines and supportive comfort, regardless if you’re reading, socializing with friends or just relaxing for a moment.
Each armchair has a unique expression since the wooden frame is first stained in a dark-brown tone and then covered with clear lacquer that makes the wood’s natural grains visible.
High-resilience foam in the seat and back makes the armchair regain its shape when you stand up. It is complemented with zigzag springs in the seat and supportive fabric in the back for a firm comfort.
You will sit stable and steady for years to come since the frame is made of hardwearing solid wood. You will also enjoy a relaxed sitting position thanks to the angled backrest.
The tall legs in solid wood make it easy to vacuum or reach things hiding under the armchair to avoid clutter.
The elegant, fixed cover has a perfect fit that will last over time. You can choose from different covers and find one that suits you and your home.
10-year guarantee. Read about the terms in the guarantee brochure.
Stationary cover.
"
EKENÄSET	Armchair	4.7	42	249.0 USD	https://www.ikea.com/us/en/p/ekenaeset-armchair-kilanda-light-beige-30533493/	https://www.ikea.com/us/en/images/products/ekenaeset-armchair-kilanda-light-beige__1109687_pe870153_s5.jpg	EKENÄSET Armchair, Kilanda light beige	"Clean lines and supportive comfort, regardless if you’re reading, socializing with friends or just relaxing for a moment.
Each armchair has a unique expression since the wooden frame is first stained in a dark-brown tone and then covered with clear lacquer that makes the wood’s natural grains visible.
High-resilience foam in the seat and back makes the armchair regain its shape when you stand up. It is complemented with zigzag springs in the seat and supportive fabric in the back for a firm comfort.
You will sit stable and steady for years to come since the frame is made of hardwearing solid wood. You will also enjoy a relaxed sitting position thanks to the angled backrest.
The tall legs in solid wood make it easy to vacuum or reach things hiding under the armchair to avoid clutter.
The elegant, fixed cover has a perfect fit that will last over time. You can choose from different covers and find one that suits you and your home.
10-year guarantee. Read about the terms in the guarantee brochure.
Stationary cover.
"
LIDÅS	Chair	4.7	19	55.0 USD	https://www.ikea.com/us/en/p/lidas-chair-white-sefast-white-s39481381/	https://www.ikea.com/us/en/images/products/lidas-chair-white-sefast-white__1106351_pe868690_s5.jpg	LIDÅS Chair, white/Sefast white	"You decide the style of your chair. The seat shell is available in different colors, and the underframe SEFAST is available in white, black and chrome-plated colors.
Easy assembly with only 4 screws.
You can stack the chairs, so they take less space when you're not using them.
You can revitalize with a new look at home by swapping the seat shell. SEFAST underframe works well with KARLPETTER or SIGTRYGG seat shells, sold separately.
May be completed with FIXA self-adhesive floor protectors to protect the underlying surface against wear.
Recommended for indoor use only.
"
LIDÅS	Chair	4.7	19	55.0 USD	https://www.ikea.com/us/en/p/lidas-chair-white-sefast-white-s39481381/	https://www.ikea.com/us/en/images/products/lidas-chair-white-sefast-white__1106351_pe868690_s5.jpg	LIDÅS Chair, white/Sefast white	"You decide the style of your chair. The seat shell is available in different colors, and the underframe SEFAST is available in white, black and chrome-plated colors.
Easy assembly with only 4 screws.
You can stack the chairs, so they take less space when you're not using them.
You can revitalize with a new look at home by swapping the seat shell. SEFAST underframe works well with KARLPETTER or SIGTRYGG seat shells, sold separately.
May be completed with FIXA self-adhesive floor protectors to protect the underlying surface against wear.
Recommended for indoor use only.
"
LIDÅS	Chair	4.7	19	55.0 USD	https://www.ikea.com/us/en/p/lidas-chair-white-sefast-white-s39481381/	https://www.ikea.com/us/en/images/products/lidas-chair-white-sefast-white__1106351_pe868690_s5.jpg	LIDÅS Chair, white/Sefast white	"You decide the style of your chair. The seat shell is available in different colors, and the underframe SEFAST is available in white, black and chrome-plated colors.
Easy assembly with only 4 screws.
You can stack the chairs, so they take less space when you're not using them.
You can revitalize with a new look at home by swapping the seat shell. SEFAST underframe works well with KARLPETTER or SIGTRYGG seat shells, sold separately.
May be completed with FIXA self-adhesive floor protectors to protect the underlying surface against wear.
Recommended for indoor use only.
"
KIVIK	1-seat sleeper sofa	3.8	19	649.0 USD	https://www.ikea.com/us/en/p/kivik-1-seat-sleeper-sofa-gunnared-beige-s19499650/	https://www.ikea.com/us/en/images/products/kivik-1-seat-sleeper-sofa-gunnared-beige__1132754_pe878292_s5.jpg	KIVIK 1-seat sleeper sofa, Gunnared beige	"KIVIK 1-seat sofa-bed is a snug and easy-to-place sofa during the day – and simple to make into a comfortable bed at night.
The sofa-bed has a compact design that allows you to fit both an extra seat and overnight guests in a small area.
The seat cushions made of pocket springs, high-resilience foam and polyester fiber mold to your body and provide firm support and comfortable softness, both when sitting up and lying down.
The seat and back cushions are used to create the bed, which means they are out of the way when the sofa is transformed into a sleeping space.
KIVIK 1-seat sofa-bed has a distinct design language and a silhouette like the sofas in the series, while the design without armrests gives it its own strong personality.
Pocket springs are a durable solution that makes the sofa retain both its shape and comfort for many years.
This cover is made of dope-dyed Gunnared fabric in polyester. It is a durable fabric with a wool-like feel, a warm look and a two-toned mélange effect.
The cover is easy to keep clean since it can be machine washed and is easy to take off and put on again.
10-year guarantee. Read about the terms in the guarantee brochure.
"
KIVIK	1-seat sleeper sofa	3.8	19	649.0 USD	https://www.ikea.com/us/en/p/kivik-1-seat-sleeper-sofa-gunnared-beige-s19499650/	https://www.ikea.com/us/en/images/products/kivik-1-seat-sleeper-sofa-gunnared-beige__1132754_pe878292_s5.jpg	KIVIK 1-seat sleeper sofa, Gunnared beige	"KIVIK 1-seat sofa-bed is a snug and easy-to-place sofa during the day – and simple to make into a comfortable bed at night.
The sofa-bed has a compact design that allows you to fit both an extra seat and overnight guests in a small area.
The seat cushions made of pocket springs, high-resilience foam and polyester fiber mold to your body and provide firm support and comfortable softness, both when sitting up and lying down.
The seat and back cushions are used to create the bed, which means they are out of the way when the sofa is transformed into a sleeping space.
KIVIK 1-seat sofa-bed has a distinct design language and a silhouette like the sofas in the series, while the design without armrests gives it its own strong personality.
Pocket springs are a durable solution that makes the sofa retain both its shape and comfort for many years.
This cover is made of dope-dyed Gunnared fabric in polyester. It is a durable fabric with a wool-like feel, a warm look and a two-toned mélange effect.
The cover is easy to keep clean since it can be machine washed and is easy to take off and put on again.
10-year guarantee. Read about the terms in the guarantee brochure.
"
KIVIK	1-seat sleeper sofa	3.8	19	649.0 USD	https://www.ikea.com/us/en/p/kivik-1-seat-sleeper-sofa-gunnared-beige-s19499650/	https://www.ikea.com/us/en/images/products/kivik-1-seat-sleeper-sofa-gunnared-beige__1132754_pe878292_s5.jpg	KIVIK 1-seat sleeper sofa, Gunnared beige	"KIVIK 1-seat sofa-bed is a snug and easy-to-place sofa during the day – and simple to make into a comfortable bed at night.
The sofa-bed has a compact design that allows you to fit both an extra seat and overnight guests in a small area.
The seat cushions made of pocket springs, high-resilience foam and polyester fiber mold to your body and provide firm support and comfortable softness, both when sitting up and lying down.
The seat and back cushions are used to create the bed, which means they are out of the way when the sofa is transformed into a sleeping space.
KIVIK 1-seat sofa-bed has a distinct design language and a silhouette like the sofas in the series, while the design without armrests gives it its own strong personality.
Pocket springs are a durable solution that makes the sofa retain both its shape and comfort for many years.
This cover is made of dope-dyed Gunnared fabric in polyester. It is a durable fabric with a wool-like feel, a warm look and a two-toned mélange effect.
The cover is easy to keep clean since it can be machine washed and is easy to take off and put on again.
10-year guarantee. Read about the terms in the guarantee brochure.
"
TEODORES	Chair	4.7	255	45.0 USD	https://www.ikea.com/us/en/p/teodores-chair-white-30486156/	https://www.ikea.com/us/en/images/products/teodores-chair-white__0727344_pe735616_s5.jpg	TEODORES Chair, white	"The chair is easy to store when not in use, since you can stack up to 6 chairs on top of each other.
Recommended for indoor use only.
Possible to separate for recycling or energy recovery if available in your community.
"
TEODORES	Chair	4.7	255	45.0 USD	https://www.ikea.com/us/en/p/teodores-chair-white-30486156/	https://www.ikea.com/us/en/images/products/teodores-chair-white__0727344_pe735616_s5.jpg	TEODORES Chair, white	"The chair is easy to store when not in use, since you can stack up to 6 chairs on top of each other.
Recommended for indoor use only.
Possible to separate for recycling or energy recovery if available in your community.
"
TEODORES	Chair	4.7	255	45.0 USD	https://www.ikea.com/us/en/p/teodores-chair-white-30486156/	https://www.ikea.com/us/en/images/products/teodores-chair-white__0727344_pe735616_s5.jpg	TEODORES Chair, white	"The chair is easy to store when not in use, since you can stack up to 6 chairs on top of each other.
Recommended for indoor use only.
Possible to separate for recycling or energy recovery if available in your community.
"
TOBIAS	Chair	4.1	488	125.0 USD	https://www.ikea.com/us/en/p/tobias-chair-clear-chrome-plated-80349671/	https://www.ikea.com/us/en/images/products/tobias-chair-clear-chrome-plated__0727342_pe735614_s5.jpg	TOBIAS Chair, clear/chrome plated	"You sit comfortably thanks to the restful flexibility of the seat and back.
Possible to separate for recycling or energy recovery if available in your community.
"
TOBIAS	Chair	4.1	488	125.0 USD	https://www.ikea.com/us/en/p/tobias-chair-clear-chrome-plated-80349671/	https://www.ikea.com/us/en/images/products/tobias-chair-clear-chrome-plated__0727342_pe735614_s5.jpg	TOBIAS Chair, clear/chrome plated	"You sit comfortably thanks to the restful flexibility of the seat and back.
Possible to separate for recycling or energy recovery if available in your community.
"
TOBIAS	Chair	4.1	488	125.0 USD	https://www.ikea.com/us/en/p/tobias-chair-clear-chrome-plated-80349671/	https://www.ikea.com/us/en/images/products/tobias-chair-clear-chrome-plated__0727342_pe735614_s5.jpg	TOBIAS Chair, clear/chrome plated	"You sit comfortably thanks to the restful flexibility of the seat and back.
Possible to separate for recycling or energy recovery if available in your community.
"
BACKSÄLEN	Cover 1.5-seat armchair	5.0	2	119.0 USD	https://www.ikea.com/us/en/p/backsaelen-cover-1-5-seat-armchair-katorp-natural-50497234/	https://www.ikea.com/us/en/images/products/backsaelen-cover-1-5-seat-armchair-katorp-natural__0951640_pe801295_s5.jpg	BACKSÄLEN Cover 1.5-seat armchair, Katorp natural	"The cover is easy to keep clean since it is removable and machine washable.
This product is an extra cover. Frame is sold separately.
"
BACKSÄLEN	Cover 1.5-seat armchair	5.0	2	119.0 USD	https://www.ikea.com/us/en/p/backsaelen-cover-1-5-seat-armchair-katorp-natural-50497234/	https://www.ikea.com/us/en/images/products/backsaelen-cover-1-5-seat-armchair-katorp-natural__0951640_pe801295_s5.jpg	BACKSÄLEN Cover 1.5-seat armchair, Katorp natural	"The cover is easy to keep clean since it is removable and machine washable.
This product is an extra cover. Frame is sold separately.
"
BACKSÄLEN	Cover 1.5-seat armchair	5.0	2	119.0 USD	https://www.ikea.com/us/en/p/backsaelen-cover-1-5-seat-armchair-katorp-natural-50497234/	https://www.ikea.com/us/en/images/products/backsaelen-cover-1-5-seat-armchair-katorp-natural__0951640_pe801295_s5.jpg	BACKSÄLEN Cover 1.5-seat armchair, Katorp natural	"The cover is easy to keep clean since it is removable and machine washable.
This product is an extra cover. Frame is sold separately.
"
LINNEBÄCK	Chair	4.5	48	69.99 USD	https://www.ikea.com/us/en/p/linnebaeck-chair-orrsta-olive-green-10487232/	https://www.ikea.com/us/en/images/products/linnebaeck-chair-orrsta-olive-green__0933454_pe791910_s5.jpg	LINNEBÄCK Chair, Orrsta olive-green	"LINNEBÄCK easy chair has a light, airy look and a low weight, which makes it simple to move around. Combine with other furniture and use in different situations and places at home.
The cover in a muted pastel tone adds a visual calmness to the room and is easy to match with other décor.
The powder-coated metal frame and cover are durable and easy to care for, making the easy chair a casual and flexible piece of furniture that you can enjoy for a long time.
10 year Limited warranty. Read about the terms in the warranty brochure.
"
LINNEBÄCK	Chair	4.5	48	69.99 USD	https://www.ikea.com/us/en/p/linnebaeck-chair-orrsta-olive-green-10487232/	https://www.ikea.com/us/en/images/products/linnebaeck-chair-orrsta-olive-green__0933454_pe791910_s5.jpg	LINNEBÄCK Chair, Orrsta olive-green	"LINNEBÄCK easy chair has a light, airy look and a low weight, which makes it simple to move around. Combine with other furniture and use in different situations and places at home.
The cover in a muted pastel tone adds a visual calmness to the room and is easy to match with other décor.
The powder-coated metal frame and cover are durable and easy to care for, making the easy chair a casual and flexible piece of furniture that you can enjoy for a long time.
10 year Limited warranty. Read about the terms in the warranty brochure.
"
LINNEBÄCK	Chair	4.5	48	69.99 USD	https://www.ikea.com/us/en/p/linnebaeck-chair-orrsta-olive-green-10487232/	https://www.ikea.com/us/en/images/products/linnebaeck-chair-orrsta-olive-green__0933454_pe791910_s5.jpg	LINNEBÄCK Chair, Orrsta olive-green	"LINNEBÄCK easy chair has a light, airy look and a low weight, which makes it simple to move around. Combine with other furniture and use in different situations and places at home.
The cover in a muted pastel tone adds a visual calmness to the room and is easy to match with other décor.
The powder-coated metal frame and cover are durable and easy to care for, making the easy chair a casual and flexible piece of furniture that you can enjoy for a long time.
10 year Limited warranty. Read about the terms in the warranty brochure.
"
KARLPETTER	Chair	4.7	22	75.0 USD	https://www.ikea.com/us/en/p/karlpetter-chair-gunnared-medium-gray-sefast-black-s59481417/	https://www.ikea.com/us/en/images/products/karlpetter-chair-gunnared-medium-gray-sefast-black__1106907_pe868870_s5.jpg	KARLPETTER Chair, Gunnared medium gray/Sefast black	"You decide the style of your chair. The seat shell is available in different colors, and the underframe SEFAST is available in white, black and chrome-plated colors.
Easy assembly with only 4 screws.
You can revitalize with a new look at home by swapping the seat shell. SEFAST underframe works well with LIDÅS or SIGTRYGG seat shells, sold separately.
May be completed with FIXA self-adhesive floor protectors to protect the underlying surface against wear.
Non-removable cover. The zip at the back is not for removing the cover.
"
KARLPETTER	Chair	4.7	22	75.0 USD	https://www.ikea.com/us/en/p/karlpetter-chair-gunnared-medium-gray-sefast-black-s59481417/	https://www.ikea.com/us/en/images/products/karlpetter-chair-gunnared-medium-gray-sefast-black__1106907_pe868870_s5.jpg	KARLPETTER Chair, Gunnared medium gray/Sefast black	"You decide the style of your chair. The seat shell is available in different colors, and the underframe SEFAST is available in white, black and chrome-plated colors.
Easy assembly with only 4 screws.
You can revitalize with a new look at home by swapping the seat shell. SEFAST underframe works well with LIDÅS or SIGTRYGG seat shells, sold separately.
May be completed with FIXA self-adhesive floor protectors to protect the underlying surface against wear.
Non-removable cover. The zip at the back is not for removing the cover.
"
KARLPETTER	Chair	4.7	22	75.0 USD	https://www.ikea.com/us/en/p/karlpetter-chair-gunnared-medium-gray-sefast-black-s59481417/	https://www.ikea.com/us/en/images/products/karlpetter-chair-gunnared-medium-gray-sefast-black__1106907_pe868870_s5.jpg	KARLPETTER Chair, Gunnared medium gray/Sefast black	"You decide the style of your chair. The seat shell is available in different colors, and the underframe SEFAST is available in white, black and chrome-plated colors.
Easy assembly with only 4 screws.
You can revitalize with a new look at home by swapping the seat shell. SEFAST underframe works well with LIDÅS or SIGTRYGG seat shells, sold separately.
May be completed with FIXA self-adhesive floor protectors to protect the underlying surface against wear.
Non-removable cover. The zip at the back is not for removing the cover.
"
MELLTORP	Table	4.4	223	79.99 USD	https://www.ikea.com/us/en/p/melltorp-table-white-s19011777/	https://www.ikea.com/us/en/images/products/melltorp-table-white__0737266_pe740964_s5.jpg	"MELLTORP Table, white, 49 1/4x29 1/2 """	"The table is very sturdy thanks to the metal frame.
The melamine surface is stain- and scratch-resistant, and easy to wipe clean – an ideal choice for families with children.
The table is available in 2 sizes, seating 2-4 people.
The simple, straightforward design is easy to combine with many styles.
You can create a bigger table by placing two or more MELLTORP tables next to each other. You can for instance place a small MELLTORP table next to a larger one.
We have tested it for you! The table’s surface is resistant to liquids, food stains, oil, heat, scratches and bumps.
Seats 4.
"
MELLTORP	Table	4.4	223	79.99 USD	https://www.ikea.com/us/en/p/melltorp-table-white-s19011777/	https://www.ikea.com/us/en/images/products/melltorp-table-white__0737266_pe740964_s5.jpg	"MELLTORP Table, white, 49 1/4x29 1/2 """	"The table is very sturdy thanks to the metal frame.
The melamine surface is stain- and scratch-resistant, and easy to wipe clean – an ideal choice for families with children.
The table is available in 2 sizes, seating 2-4 people.
The simple, straightforward design is easy to combine with many styles.
You can create a bigger table by placing two or more MELLTORP tables next to each other. You can for instance place a small MELLTORP table next to a larger one.
We have tested it for you! The table’s surface is resistant to liquids, food stains, oil, heat, scratches and bumps.
Seats 4.
"
